,user_name,tweet_text,user_followers,user_location,user_verified,like_count,rt_count,timestamp,positive_score,negative_score,neutral_score,compound_score
45,Judebrexitqueen," Mind you, he hasn't stood much of a chance with that lot,",871.0,"Bath, England",False,0.0,0.0,2019-10-26 00:40:54,0.167,0.0,0.833,0.25
46,John Harrelson," Why don't we fly a few Typhoons &amp; F-35s at low altitude at Mach 1 over the EU bldg. in Brussels, Nigel and tell 'em.."" That's our answer to your extention""😂
JH-Philadelphia 🇺🇸🇬🇧",19.0,Phoenixville Pa.,False,0.0,0.0,2019-10-26 00:10:30,0.0,0.065,0.935,-0.2732
47,Charlie Bloom, This nation needs no more help from you. You are now a busted flush.  Your race is run. A referendum before the GE will consign you to being a footnote in our great nation’s history. You’re nothing more than an empty vessel that is way too noisy.,473.0," Southampton, England",False,0.0,0.0,2019-10-25 23:59:55,0.136,0.115,0.749,0.4818
48,Jay White, Stop having a dig at the Tories. Join forces and wip the floor with the looney labour.,31.0,,False,1.0,0.0,2019-10-25 23:57:20,0.12,0.12,0.761,0.0
49,Cllr Adam Kent, Nigel you should stay off Twitter. Every time you tweet your credibility shrinks...,521.0,"Worcestershire , UK",False,0.0,0.0,2019-10-25 23:09:37,0.0,0.0,1.0,0.0
50,Gummy Mummy #GTTO, And neither will you.,867.0,Everywhere and Nowhere,False,0.0,0.0,2019-10-25 23:02:09,0.0,0.0,1.0,0.0
51,190Colditz," Perhaps you could use the votes of all your MPs to swing the balance of parliamentary voting......

......oh hang on.",127.0,,False,0.0,0.0,2019-10-25 22:30:50,0.0,0.0,1.0,0.0
52,Darren Hart," So that's why most of the audience on #bbcqt kept quoting ""Join up with the @brexitparty_uk and get it sorted"",you couldn't win a raffle never mind an election!
just saying.DH.
#Brexit",48.0,In my own world.,False,1.0,0.0,2019-10-25 22:26:43,0.066,0.1,0.834,-0.2878
53,Julia De Cadenet, Never mind Nigel #KatieHopkins has promised.“I will drink a pot of tea naked in the Apprentice losers cafe with Farage’s face on each nipple.”  #GetInThere Father Farage... ho ho ho,1937.0,"England, United Kingdom",False,0.0,0.0,2019-10-25 22:08:07,0.0,0.108,0.892,-0.5267
54,stranger in a strange hat, I wouldn't trust you delivering a pizza.  Let alone anything of importance.,322.0,Basingrad,False,0.0,0.0,2019-10-25 22:07:51,0.176,0.331,0.493,-0.2964
55,Elizabeth Duffy," @DavidJoBrexit Neither could you,with all the rest doing their best to stop us leaving",77.0,,False,0.0,0.0,2019-10-25 22:04:57,0.228,0.12,0.652,0.4588
56,Citizen of Nowhere #Labour Activist," And even with your help they will need to get past parliament, which will have the ultimate  say",6919.0,Australia,False,0.0,0.0,2019-10-25 22:00:26,0.137,0.0,0.863,0.4019
57,Duchess of Exeter #Brexit ☔️, Do shut up Nigel! Why don’t you start on some of those fools deliberately blocking the exit??? Your superior sniping is not helping the situation ! Boris has been hamstrung at every turn!,7096.0,Everywhere,False,6.0,2.0,2019-10-25 21:50:57,0.086,0.224,0.69,-0.6812
58,Sophie," By splitting the Leave Vote, you're not exactly helping are you  ?",26.0,,False,0.0,0.0,2019-10-25 21:39:43,0.0,0.255,0.745,-0.2705
59,Mxcliffo," Calling the 17.4 Million, time to shutdown parliament better still shutdown he country now!",70.0,,False,0.0,0.0,2019-10-25 21:37:54,0.197,0.0,0.803,0.4926
60,Picturae Photography, The Brexit Party can't deliver what you promise on its own. If you think you can you or media are not getting your message across. Prove me wrong.,169.0,,False,0.0,0.0,2019-10-25 21:36:28,0.151,0.094,0.755,0.2263
61,Andrew & LouLou otrb & Lt Pepsi, You delivered nothing you can't even win a seat in parliament. Fisherman know about you 1 meeting out of 49 you are a fraud.,1263.0,,False,0.0,0.0,2019-10-25 21:34:52,0.0,0.266,0.734,-0.7828
62,peter wilkinson, You won't deliver either Nige you will only put labour in power.,604.0,Norfolk,False,1.0,0.0,2019-10-25 21:27:28,0.0,0.0,1.0,0.0
63,Home Alone," @BorisJohnson   Not a snowball’s chance is hell that I will vote conservatives, two leaders have said they will deliver and twice they have failed.",2.0,,False,0.0,0.0,2019-10-25 21:25:26,0.0,0.337,0.663,-0.8638
64,William Hayden., If 'ye' BrexefluenTories have 'God on board'? Said Schmucks'll 'Paroge &amp; strike October. With 'The Lamp Lighters Song'?,6.0,,False,0.0,0.0,2019-10-25 20:57:47,0.123,0.075,0.802,0.2406
65,shawny, @sajidjavid isnt fit like @patel4witham  and @BorisJohnson,3377.0,,False,0.0,0.0,2019-10-25 20:55:56,0.0,0.458,0.542,-0.4973
66,John," The conservatives can’t deliver a pizza!
You couldn’t deliver a letter, mind.",277.0,The World's Oceans.,False,0.0,0.0,2019-10-25 20:52:56,0.0,0.0,1.0,0.0
67,shawny, Revoke. #RevokeArticle50,3377.0,,False,0.0,0.0,2019-10-25 20:52:56,0.0,0.0,1.0,0.0
68,William Hayden.," ToryBrexefluenters  have been exposed's Orange Fuherer Trumpoops usefully fools. Boris Jonstoned  &amp; Prime movers within ToryBrexefluenters; can't go to 'ye' lavaTORY, without Trumpoops permission, hence 'ye' stench.",6.0,,False,0.0,0.0,2019-10-25 20:52:48,0.084,0.195,0.721,-0.5719
69,Tiggy D, No Surrender 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧✌️WTO,65.0,Saint Clements,False,0.0,0.0,2019-10-25 20:48:50,0.0,0.524,0.476,-0.296
70,Pragmatist, boris is clearly sticking to his game. Me me me. No real depth there. You can capitalise in this. You like outside. Suits you,1.0,,False,0.0,0.0,2019-10-25 20:48:26,0.183,0.077,0.739,0.4588
71,Preservit Ltd, Well in that case Nigel Farage gets my vote I new Boris wouldn’t deliver on time 😡,220.0,"Wolves,England",False,0.0,0.0,2019-10-25 20:45:33,0.116,0.0,0.884,0.2732
72,Pragmatist, lols like your supporters are not so happy. Glad you are willing to stick to your game. It’s a tricky position. Profit calc ?,1.0,,False,0.0,0.0,2019-10-25 20:45:20,0.257,0.249,0.495,0.0633
73,Stephen Canning 🎃," Nige, you wanted an extension mate",18381.0,"Braintree, East",True,22.0,0.0,2019-10-25 20:45:15,0.0,0.0,1.0,0.0
74,Debbie Fisher, Don't blame Boris at all. It is Parliament that is to blame for putting their own beliefs in place instead of their constituents voted for.  From an EX labour supporter whilst Corbyn is in charge!!!,32.0,"Sheffield, UK",False,0.0,0.0,2019-10-25 20:45:00,0.18,0.0,0.82,0.7226
75,Letitia Lennox #BrexitIsAGiganticCon, https://t.co/4v6vd5dFFY,55.0,,False,0.0,0.0,2019-10-25 20:44:13,0.0,0.0,1.0,0.0
76,DavidS., We've heard more than enough from you.,24.0,"Hackney, London",False,0.0,0.0,2019-10-25 20:36:22,0.0,0.0,1.0,0.0
77,DAVSPURS, You should try working in  that toxic Parliment Mr Farage,4458.0,widnes,False,0.0,0.0,2019-10-25 20:36:03,0.0,0.0,1.0,0.0
78,pauline morgan, https://t.co/o8kkQ9hG4W,6.0,,False,0.0,0.0,2019-10-25 20:35:48,0.0,0.0,1.0,0.0
79,Ms McGoo," @AthenaLeave You may not like it Mr Farage but @BorisJohnson is a very popular figure, you do yourself &amp; your party no favours by ridiculing him. It's the vile @jeremycorbyn &amp; @joswinson  you should be saving your venom for, they are working to actually reverse the referendum result!",1088.0,UK,False,0.0,0.0,2019-10-25 20:32:37,0.174,0.214,0.612,-0.3833
80,Roger Duque, No surprise there Nigel! A recent Daily Express poll confirmed that 70% of the electorate including myself thinks you are more relevant than ever to fight for a clean break Brexit!,5.0,Plymouth,False,0.0,0.0,2019-10-25 20:32:32,0.139,0.139,0.723,0.0
81,littonlad," You've got my vote Nigel once you've explained how (exactly), you'll deliver a WTO Brexit, even with a majority government, because it's seemingly impossible.",672.0,The Brecks.,False,1.0,0.0,2019-10-25 20:31:01,0.0,0.0,1.0,0.0
82,Andrew eeles, Yep the reason is wto and the good friday deal make it impossible to leave the Eu as this free trade deal clear show you no the one you want sign after a clean break why should be any different just worse a deal like Norway  reality is now hot up revoke is the best actions,0.0,,False,0.0,0.0,2019-10-25 20:26:17,0.31,0.091,0.599,0.9411
83,Jerry Odonnell, TRUE DEMOCRACY is honouring BREXIT! Make 17.4 million VOTES count.,5.0,"Waikato Region, New Zealand",False,0.0,0.0,2019-10-25 20:17:17,0.464,0.0,0.536,0.7861
84,Vicky Morrison, Is it any wonder?,85.0,,False,0.0,0.0,2019-10-25 20:16:40,0.0,0.0,1.0,0.0
85,Chris Noble, But I thought Brexit was the easiest thing ever etc,371.0,"Darlington, UK",False,0.0,0.0,2019-10-25 20:15:55,0.316,0.0,0.684,0.5719
86,Mekala🌜," As a brexiteer why aren't you pointing out the real reason we are in this situation, next your be praising the LP &amp; telling them to vote for either leave party if you want brexit, like you did b4 2017 GE  yet 2 weeks previous said you cant trust labour to deliver brexit 🤔",2042.0,"East, England",False,0.0,0.0,2019-10-25 20:15:11,0.164,0.064,0.772,0.7268
87,margaretpepper X, @bam57581565 Sorry to have doubted you Nigel...... https://t.co/wVvrkuekv4,4555.0,"London, England",False,7.0,2.0,2019-10-25 20:11:37,0.0,0.362,0.638,-0.34
88,Mikael Nordström, Traitor,271.0,,False,0.0,0.0,2019-10-25 19:40:05,0.0,0.0,1.0,0.0
89,Ray, A very dangerous game to play. Voters who want to leave the EU but have no allegiance to the Conservatives may be tempted to vote for the Brexit Party. Any split in the Conservatives vote could result  in a Labour /Lib Dem government or coalition Not worth the risk.,17.0,"South East, England",False,0.0,0.0,2019-10-25 19:28:44,0.155,0.145,0.7,0.1345
90,Tony Chestnut," Dave said ""forget Farage, vote for me and get a referendum"" and folk did.  Theresa said ""forget Farage, vote for me, Brexit means Brexit"" and folk did.  Next Boris will say ""forget Farage, vote for me and a great deal"" but will folk back the Tories again or go for TBP? Latter me.",22.0,"England, United Kingdom",False,0.0,0.0,2019-10-25 19:22:08,0.047,0.081,0.872,0.0516
91,joan, @KatHarborne The Election won't be fought on Brexit alone. The BP needs to ensure it has the interests of all those vulnerable people who have suffered under the Tory Austerity policies at heart. It needs to be an all round trustworthy alternative to what Labour used to stand for.,15.0,,False,0.0,0.0,2019-10-25 19:15:35,0.171,0.12,0.709,0.47
92,Pete, Why aren’t you slagging Corbyn off for getting us in this mess?,24.0,"England, United Kingdom",False,0.0,0.0,2019-10-25 19:12:17,0.0,0.207,0.793,-0.4357
93,Sean High, https://t.co/t4LgFe3yX9,3.0,"Hull, England",False,0.0,0.0,2019-10-25 19:09:15,0.0,0.0,1.0,0.0
94,Mark Jacobs#FBPE 🇪🇺 🤝 🇬🇧, https://t.co/h61Z1xghks,217.0,,False,0.0,0.0,2019-10-25 18:50:43,0.0,0.0,1.0,0.0
95,Charlie p #Freedom ➡️🇬🇧," I don't think the @Conservatives can deliver Brexit at all.
There's only one party that can @brexitparty_uk and all Leavers should vote for them at the next GE.",932.0,UK,False,1.0,0.0,2019-10-25 18:44:11,0.094,0.0,0.906,0.4019
96,fergie, That deal is a disgrace I hope it doesn’t go through I’m a die hard brexiter but that deals pathetic why are people so scared to stand up and lead the way absolute cowards letting the Eu destroy this country that deals worse then staying,251.0,,False,0.0,0.0,2019-10-25 18:30:41,0.032,0.408,0.56,-0.9746
97,AdeT Esq. #FBPE #PeoplesVote 🇬🇧🇪🇺, Nige - here’s a question for you - what is the “Brexit” that 52% of the population votes for?,259.0,,False,0.0,0.0,2019-10-25 18:29:49,0.0,0.0,1.0,0.0
98,Darren, Sorry mate but you need to step aside or at least get on the phone.,413.0,Near Manchester,False,0.0,0.0,2019-10-25 18:27:03,0.0,0.076,0.924,-0.0387
99,trev, No I think the next one is surrender surrender the 5th November. 😁😁👍🏽,971.0,yorkshire,False,0.0,0.0,2019-10-25 18:15:50,0.0,0.167,0.833,-0.296
100,🇬🇧Mytinyisland 🔱," We have had three years, of remainers trying to put a spanner in the works, and they are still trying to do it, unfortunately a lot of them are MPs.",772.0,"England, United Kingdom",False,0.0,0.0,2019-10-25 18:13:13,0.0,0.082,0.918,-0.34
101,BigAl 🇬🇧🇬🇪," I doubt they will win an election on their own either, a plan with the #BP will nail it !.",1611.0,,False,2.0,0.0,2019-10-25 18:11:37,0.181,0.111,0.708,0.3802
102,❤️➡️🇬🇧~🖕➡️🇪🇺," Stop being a selfish twat &amp; start thinking about the electorate !!!
It’s not about a BP/torie fight for seats,it’s about getting brexit done by BP/torie cunning plans. If u won’t get it sorted then u will never win the race &amp; it’ll be nearly 30 years of YOUR life wasted 😔",606.0,English/Maltese Northerner,False,0.0,0.0,2019-10-25 18:11:12,0.056,0.27,0.674,-0.9367
103,JLH, Feel free to exit yourself to demonstrate how easy it is.  Please.,74.0,"Berkshire, UK",False,0.0,0.0,2019-10-25 18:10:54,0.486,0.0,0.514,0.8176
104,George the 7th......, But he admits we will be shipping in millions more immigrants.,1442.0,England. Great Britain. Seaforth.,False,0.0,0.0,2019-10-25 18:10:44,0.219,0.0,0.781,0.4215
105,Humbug Surrender Ron," I dont understand, are we leaving the EU ?.",4538.0,everywhere ,False,2.0,1.0,2019-10-25 18:07:51,0.0,0.0,1.0,0.0
106,Cavin Shakesheave, We can still leave by default under article 50 you know the drill.,522.0,UK ,False,1.0,0.0,2019-10-25 18:04:27,0.0,0.091,0.909,-0.0516
107,CG88,  for PM,46.0,A Football Ground Somewhere,False,0.0,0.0,2019-10-25 17:57:18,0.0,0.0,1.0,0.0
108,Jay Adamson," Nigel, you can destroy the conservatives now. Their deal is rubbish. If you want to do Brexit you have to have a clean break, a No Deal. Boris is a liar and was never a Brexiteer",5.0,,False,1.0,0.0,2019-10-25 17:54:50,0.1,0.225,0.675,-0.7184
109,johnsnc, Well I blame you,316.0,,False,0.0,0.0,2019-10-25 17:54:18,0.382,0.436,0.182,-0.0772
110,Neil Dance, Nobody can deliver Brexit as promised. It's the undeliverable by the incapable!,1039.0,Brummie born and bred.,False,2.0,0.0,2019-10-25 17:53:00,0.162,0.188,0.65,-0.1007
111,Gooders, https://t.co/vsav1ShMEk,659.0,Berkshire,False,0.0,0.0,2019-10-25 17:52:49,0.0,0.0,1.0,0.0
112,tez#iamtommy, Boris should stop being a prize prick &amp; team up with Nigel  ..do the right thing,2243.0,birmingham UK,False,1.0,0.0,2019-10-25 17:49:14,0.166,0.231,0.603,-0.0772
113,offshorebella, If that extension is offered it is a bit difficult unless they have a plan.,1272.0,Currently time travelling. #HomeEd #unschooling,False,0.0,0.0,2019-10-25 17:48:26,0.0,0.172,0.828,-0.3612
114,Paul Ayling, No one can deliver on yours and their lies Nigel. Trott along now,121.0,"South East, England",False,1.0,0.0,2019-10-25 17:47:38,0.0,0.312,0.688,-0.6124
115,Mark Helm, Well they don't need your help .. you can't decide if you want an extension or not .,13.0,UK,False,0.0,0.0,2019-10-25 17:45:43,0.173,0.115,0.712,0.0366
116,Rita Brown, Come on Nigel-Boris has been stopped by everyone just about from leaving the EU. He has done everything to get us out so stop the blaming Boris game-it doesn’t become you,315.0,"Aylesbury, England",False,0.0,0.0,2019-10-25 17:45:35,0.0,0.227,0.773,-0.8036
117,Andrew Boozer 🇪🇺🇬🇧, You can’t help them either. You’re not in Parliament having failed on multiple occasions.,802.0,,False,0.0,0.0,2019-10-25 17:45:32,0.15,0.183,0.667,-0.1531
118,sandieshoes," And you Nigel? You think you can 🤦🏼‍♀️

Remember what you said about our voting system in 2015.

Why don’t you be truthful &amp; explain that to the people.",6557.0,Kent. United Kingdom,False,7.0,3.0,2019-10-25 17:43:40,0.086,0.0,0.914,0.4588
119,Evie Mac, Parliament not allowing it. Most of us “ordinary” people are beyond confused,73.0,"England, United Kingdom",False,0.0,0.0,2019-10-25 17:40:28,0.0,0.173,0.827,-0.3182
120,Kevin Cox, This coming from the extend the Brexit deadline party.,10.0,United Kingdom,False,0.0,0.0,2019-10-25 17:39:24,0.386,0.0,0.614,0.5267
121,Michael Dalton | #StandUp4Brexit, @DavidJoBrexit They can’t deliver it because Parliament won’t let it happen.,1025.0,,False,1.0,1.0,2019-10-25 17:38:44,0.0,0.0,1.0,0.0
122,Kyle Paisley, No. But they can deliver the destruction of the Union.,3454.0,"Oulton, Suffolk",False,2.0,0.0,2019-10-25 17:38:09,0.0,0.454,0.546,-0.7684
123,Chris Olisa," They have all failed. The electorates will decide their fate next.
They are watching below clip.

https://t.co/OM7EbICBJi",307.0,,False,0.0,0.0,2019-10-25 17:37:19,0.0,0.171,0.829,-0.5106
124,Anthony Barrack," Fed up of all this crap....
Leave means leave.
Should have gone 3 year ago when the majority voted to leave then start negotiations after.
I left talktalk for bt but didn't negotiate a deal for 3yrs.
Nigel Farage summed it up in 1 sentence
"" it was the people's vote""",5.0,,False,0.0,0.0,2019-10-25 17:35:43,0.031,0.071,0.898,0.0387
125,Mr Mega Dump, GE now only way to elect a government that has the will of the people,137.0,"Peterborough, England",False,0.0,0.0,2019-10-25 17:35:06,0.0,0.0,1.0,0.0
126,Robbie_Zino," Neither can the Brexit Party, especially as Parliament won't vote to hold an election any time soon.  All you can do is erode Tory support enough to tempt Labour to give it a go.  But will you then back off?  Probably not.",141.0,"Cambridge, England",False,1.0,0.0,2019-10-25 17:24:22,0.087,0.0,0.913,0.4019
127,Audrey J, Tories desperately need the support of @brexitparty_uk to win GE with a majority to deliver a clean Brexit there’s no getting away from that fact ! @BorisJohnson  🇬🇧,29.0,"North East, England",False,0.0,0.0,2019-10-25 17:22:56,0.331,0.129,0.539,0.8172
128,Pete," I think the most kudos will be in joining forces with the Conservatives, it’s what most leave voters want and guarantees a large pro leave parliament. Don’t split the leave vote. We want a fair compromise",2.0,"North East, England",False,0.0,0.0,2019-10-25 17:21:36,0.228,0.113,0.658,0.6748
129,Michelle, So join up forces and stop messing about!,10.0,"Bolton, Bolton GB",False,0.0,0.0,2019-10-25 17:13:25,0.254,0.2,0.546,0.1494
130,Disorderlysyndromic," Javid also made several anti Brexit statements in 2016. He is, at heart a remainer.",26.0,"Aldershot, England",False,0.0,0.0,2019-10-25 17:12:10,0.0,0.15,0.85,-0.3182
131,Rick Burgoyne, So make an election pact with @BorisJohnson!!! Why not?,96.0,,False,0.0,0.0,2019-10-25 17:08:10,0.0,0.0,1.0,0.0
132,Ian Blake," Then help them Nigel, prove to the common person that you mean what you say.",20.0,"Hockley, Essex",False,1.0,0.0,2019-10-25 17:06:55,0.162,0.0,0.838,0.4019
133,Enoch #GeneralElectionNow," Well stop fucking postulating, get representatives in every ward and then there'd be a brexit party majority in parliament after the next GE!",3708.0,Lancashire,False,2.0,0.0,2019-10-25 17:04:54,0.194,0.084,0.723,0.4389
134,Spartaq,  leavers pact to destroy labour and unliberals please 🙌😉,147.0,Sedgley,False,0.0,0.0,2019-10-25 17:04:49,0.18,0.273,0.547,-0.296
135,Si Langley (haygate)," Do the right thing and support them please Nigel, together you will be unstoppable but divided we will not gain enough and move forward as a country.",108.0,"Telford, England",False,0.0,0.0,2019-10-25 16:58:55,0.115,0.166,0.72,-0.3744
136,Martin(Mac)McCulloch," He can’t get us out because there is too many traitor MPs in the House of Parasites voting for their own self interests rather than carrying out the will of their constituents, they won’t agree to an election as it will put them out of a job.",41.0,"Wales, United Kingdom",False,0.0,0.0,2019-10-25 16:58:49,0.093,0.0,0.907,0.5423
137,Suze, Noone trust farage.  That'll be the nail in the Tory coffin,185.0,,False,0.0,0.0,2019-10-25 16:53:42,0.248,0.0,0.752,0.5106
138,Charlie Fitzherbert, Nor can you. #BackBoris #PeoplesPrimeMinister 🇬🇧,1446.0,"Home Counties, now in t'North.",False,0.0,0.0,2019-10-25 16:51:43,0.318,0.0,0.682,0.4215
139,Paul Morris, Poor little Nigel’s dream going down the pan for the 8th time😂,36.0,,False,0.0,0.0,2019-10-25 16:51:03,0.116,0.209,0.675,-0.3353
140,Is this it?Q.C. ( for Quite Cute), They couldnt. In the same way you couldnt. Stop stirring and be Boris' friend right now.,19.0,County of Essex,False,0.0,0.0,2019-10-25 16:49:15,0.267,0.0,0.733,0.6234
141,Lin #FREESPEECH 🇬🇧29/3, Time for Brexit party to joined Johnson,3460.0,"West Midlands, England",False,1.0,0.0,2019-10-25 16:49:05,0.31,0.0,0.69,0.4019
142,Deplorable 52%, Brexit party all the way now!,164.0,,False,0.0,0.0,2019-10-25 16:42:03,0.374,0.0,0.626,0.4574
143,David Ramskill," And neither can the Brexit party, form a coalition or end up with nowt and remain!",311.0,,False,0.0,0.0,2019-10-25 16:36:57,0.176,0.0,0.824,0.4574
144,Gareth Sutton, Then why did you actively oppose Brexit? Does the idea of irrelevance scare you?,434.0,"Malaga, Spain",False,0.0,0.0,2019-10-25 16:32:11,0.129,0.199,0.672,-0.3094
145,M T 1," Never mind the 31st, we won’t leave in January!",7.0,"East, England",False,0.0,0.0,2019-10-25 16:29:35,0.0,0.157,0.843,-0.126
146,BREXIT NeedsAChance," If only @BorisJohnson had the sense to get off his high horse and talk to @brexitparty_uk it makes you question how much Boris really wants Brexit, if he tries to go it alone in an election he will get nowhere, will you wake up in time Boris to see this🤔",334.0,"Merton, London",False,0.0,0.0,2019-10-25 16:29:35,0.0,0.039,0.961,-0.25
147,Chrissey, Why are they still running the adverts? Isn't that another waste of taxpayers money?,908.0,,False,1.0,0.0,2019-10-25 16:27:07,0.172,0.0,0.828,0.4003
148,Rand.E.Lall, You MUST hold talks with Johnson.,145.0,,False,0.0,0.0,2019-10-25 16:24:13,0.0,0.0,1.0,0.0
149,Teddy Bear #BritishIndependence," #LetsGoWTO!
#LetsGoWTO
#LetsgoWTO
#LetsGoWTO
#LetsGoWTO",1253.0,,False,0.0,0.0,2019-10-25 16:19:30,0.0,0.0,1.0,0.0
150,Robert Taylor," We all accept that the government is incompetent of most things, apart from claiming expensse, eating canopies, champyne parties, and wasting tax payers money on police escorts around London",295.0,"Oxford, England",False,0.0,0.0,2019-10-25 16:17:26,0.147,0.161,0.693,-0.128
151,Tom 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇬🇧, Neither would you against Parliament as it stands.,180.0,"Wales, United Kingdom",False,0.0,0.0,2019-10-25 16:14:33,0.0,0.0,1.0,0.0
152,Tom, So sad that the Brits are soooo weak!,61.0,United States,False,0.0,0.0,2019-10-25 16:10:33,0.0,0.523,0.477,-0.7639
153,"𝘿𝙖𝙣 𝙃𝙪𝙢𝙗𝙪𝙜, 𝙀𝙨𝙦.", Why aren’t you focusing your attention on Remainer parties???!!!!!,334.0,,False,0.0,0.0,2019-10-25 16:10:01,0.0,0.0,1.0,0.0
154,super mario," totally ridiculous. the U.K. needs to leave now. 

Nigel Farage for PM. make it happen.",222.0,around the world,False,0.0,0.0,2019-10-25 16:07:15,0.0,0.235,0.765,-0.4576
155,Mitchell David, And you are turning into a huge disappointment,1.0,,False,0.0,0.0,2019-10-25 16:06:48,0.217,0.311,0.472,-0.25
156,Phil Ashton, That's because of the Ben act taking no deal of the table.,130.0,rochdale,False,0.0,0.0,2019-10-25 16:05:51,0.0,0.167,0.833,-0.296
157,Theinbetweeners," @HookyGolfer I know.
https://t.co/HSlZRLPlQ3",1799.0,,False,0.0,0.0,2019-10-25 15:58:00,0.0,0.0,1.0,0.0
158,Neiljetel, deja vu it seems https://t.co/UMUU0vz6WX,683.0,EAST CHESHIRE NORTH WEST  ENGLAND,False,1.0,2.0,2019-10-25 15:56:35,0.0,0.0,1.0,0.0
159,Sharon Dunne," So be constructive, speak with @BorisJohnson sort yourselves out.

I will not forgive either of you if the leave vote is split. Please put your egos &amp; pride aside for the sake of 17.4m people.

#GeneralElectionNow 
#BrexitTogether",681.0,,False,0.0,0.0,2019-10-25 15:56:05,0.118,0.076,0.806,0.3991
160,colin clark, Time this was all over. What ever the outcome. Too yired to watch or listen to this chaos!!!🤯🤯,194.0,,False,1.0,0.0,2019-10-25 15:56:04,0.0,0.0,1.0,0.0
161,Roger #RealConservatives," @DavidJoBrexit Please stop being so childish and naive! Wait until we know what the situation is and then approach BJ. @brexitparty_uk split the vote and lost my MP earlier this year! I voted and helped elect BP MEPs, but if the BP attacks Tory seats, their Brexit sincerity is in question!",1083.0,Wales and Mansfield,False,1.0,0.0,2019-10-25 15:55:06,0.029,0.2,0.771,-0.8296
162,Gareth, You have my vote Nigel!!!,209.0,Yorkshire and The Humber,False,0.0,0.0,2019-10-25 15:54:59,0.0,0.0,1.0,0.0
163,Andrew Hopkins," Time for tories to dissolve parliament as is their prerogative. 
Resulting in brexit party kicking arse of every anti democratic self serving pathetic MP in this shit poor excuse of a parliament. 
Every leave voter should now support the 
BREXIT PARTY. 👏🏻👏🏻👏🏻👏🏻",493.0,"Caerphilly, Wales",False,1.0,1.0,2019-10-25 15:52:09,0.179,0.257,0.565,-0.6616
164,Dirtymikeandboys, Tories stopped BP winning Peterborough byelection too. Splitting the leave vote. Tories need to leave the labour leave constituencies alone for Brexit party to try win.,296.0,,False,1.0,0.0,2019-10-25 15:51:41,0.28,0.212,0.508,0.7506
165,Sweeney Todd," Nurse! Nurse! He's out of bed, again!",54.0,,False,0.0,0.0,2019-10-25 15:49:00,0.0,0.0,1.0,0.0
166,jamie somers, Make a pact Nigel and put this to sleep for the love of these English walls,76.0,shrewsbury,False,0.0,0.0,2019-10-25 15:47:36,0.231,0.0,0.769,0.6369
167,Alchemy Antiques, Time to call Uncle Nigel for an alliance before the Election,345.0,"Margate, England",False,0.0,0.0,2019-10-25 15:45:53,0.0,0.0,1.0,0.0
168,Diesel P," An absolute disgrace, time for people to make there feelings known properly.",24.0,"Birmingham, England",False,1.0,0.0,2019-10-25 15:45:17,0.0,0.225,0.775,-0.4939
169,Batwoman 🦇 Hen.•, https://t.co/Fp0kxH2kN7,175.0,"Belgravia, London ",False,0.0,0.0,2019-10-25 15:42:43,0.0,0.0,1.0,0.0
170,Chris, @MartinWardroper You also need to put pressure in the EU parliament with your MEPs,355.0, Nederland,False,0.0,0.0,2019-10-25 15:42:04,0.0,0.145,0.855,-0.296
171,Kat," If Nigel and Boris cannot put aside their differences and do a pact, us Leavers must make sure we only vote for a Leave Conservative MP or if in Labour constituencies vote Brexit otherwise we will split the vote and let Labour in.",410.0,,False,1.0,0.0,2019-10-25 15:41:01,0.054,0.028,0.918,0.2732
172,Andy Hiscock," Nigel, Boris is to scared to leave the EU with a Clean Brexit.  Boris is Teresa in A cowards clothes.",45.0,,False,0.0,0.0,2019-10-25 15:38:31,0.124,0.188,0.688,-0.1027
173,Kris Chivers," Should have gone ""no deal"", we would be out and have none of this rubbish",3.0,,False,0.0,0.0,2019-10-25 15:37:49,0.0,0.136,0.864,-0.296
174,Tony McMahon," No Mr Farage - keep the Brexit vote divided - your party is amazing, you are so wise, run candidates in every Tory constituency",355.0,"London, England",False,0.0,0.0,2019-10-25 15:32:25,0.342,0.072,0.586,0.8516
175,🇬🇧 Babis Gakis #NoDealBrexit 🇬🇧, The @Conservatives are incapable of delivering anything good for Britain.,1538.0,Clown World UK,False,3.0,1.0,2019-10-25 15:32:06,0.215,0.193,0.593,0.0772
176,Dave Reynolds 💙 💛, @DavidJoBrexit They Will leave by playing the Ace card...,1271.0,Daarset,False,0.0,0.0,2019-10-25 15:30:16,0.18,0.12,0.7,0.1531
177,Sala, No Nigel u want them to beg u for help so u can take over hmmmm go figure then u won't get any further either,155.0,"Borehamwood, East",False,0.0,0.0,2019-10-25 15:27:40,0.165,0.091,0.744,0.2023
178,ricardo shortiano 🇬🇧🏴󠁧󠁢 #LetsGoWTO, They're running scared Boris the fraud instilled to gain popularity via a GE mandate to sell out Brexit.,705.0,"cave dwelling, cheddar gorge ",False,1.0,0.0,2019-10-25 15:26:39,0.248,0.256,0.496,-0.0516
179,nickebdon," Nigel I have supported UKIP and Brexit in a number of elections. But I think a strong pact between you and the conservatives should a GE arise must be discussed and that involves you being open to discussing a more solid WA or no deal, than seemingly now pushing just No Deal",23.0,"Bexley, London",False,0.0,0.0,2019-10-25 15:26:38,0.174,0.101,0.725,0.4569
